transaction_month,dataset_period,marketplace,channel,public_product_id,brand_group,category_group,subcategory_group,product_group,fulfillment_type,state_group,origin_country_group,imported_flag,listing_price_band,inventory_band,margin_band_public,channel_margin_band_public,profitability_band_public,transaction_type_group,sales_index,units_index,fee_pct_of_gross,refund_pct_of_gross,promotion_pct_of_gross,net_to_gross_pct,margin_index,estimated_profitability_index,margin_risk_score,margin_risk_band,revenue_quality_score,revenue_quality_band,recommended_action,action_priority,action_reason,mapping_status
2025-07,12m,Amazon,Amazon,NON_PRODUCT_ACTIVITY,Non-product Activity,Non-product Activity,Non-product Activity,Non-product Activity,FBA,Unknown,Imported / Other,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Adjustment,0.0,0.0,0.0,0.0,0.0,0.0,,,,Not Applicable,,Not Applicable,Monitor,Low,No action threshold triggered; continue monitoring.,Non-product
2025-07,12m,Amazon,Amazon,NON_PRODUCT_ACTIVITY,Non-product Activity,Non-product Activity,Non-product Activity,Non-product Activity,FBA,Unknown,Imported / Other,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Adjustment,0.0,0.0,0.0,0.0,0.0,0.0,,,,Not Applicable,,Not Applicable,Monitor,Low,No action threshold triggered; continue monitoring.,Non-product
2025-07,12m,Amazon,Amazon,NON_PRODUCT_ACTIVITY,Non-product Activity,Non-product Activity,Non-product Activity,Non-product Activity,FBA,Unknown,Imported / Other,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Adjustment,0.0,0.0,0.0,0.0,0.0,0.0,,,,Not Applicable,,Not Applicable,Monitor,Low,No action threshold triggered; continue monitoring.,Non-product
2025-07,12m,Amazon,Amazon,NON_PRODUCT_ACTIVITY,Non-product Activity,Non-product Activity,Non-product Activity,Non-product Activity,FBA,Unknown,Imported / Other,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Adjustment,0.0,0.0,0.0,0.0,0.0,0.0,,,,Not Applicable,,Not Applicable,Monitor,Low,No action threshold triggered; continue monitoring.,Non-product
2025-07,12m,Amazon,Amazon,NON_PRODUCT_ACTIVITY,Non-product Activity,Non-product Activity,Non-product Activity,Non-product Activity,FBA,Unknown,Imported / Other,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Adjustment,0.0,0.0,0.0,0.0,0.0,0.0,,,,Not Applicable,,Not Applicable,Monitor,Low,No action threshold triggered; continue monitoring.,Non-product
2025-07,12m,Amazon,Amazon,NON_PRODUCT_ACTIVITY,Non-product Activity,Non-product Activity,Non-product Activity,Non-product Activity,FBA,Unknown,Imported / Other,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Adjustment,0.0,0.0,0.0,0.0,0.0,0.0,,,,Not Applicable,,Not Applicable,Monitor,Low,No action threshold triggered; continue monitoring.,Non-product
2025-07,12m,Amazon,Amazon,NON_PRODUCT_ACTIVITY,Non-product Activity,Non-product Activity,Non-product Activity,Non-product Activity,FBA,Unknown,Imported / Other,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Adjustment,0.0,0.0,0.0,0.0,0.0,0.0,,,,Not Applicable,,Not Applicable,Monitor,Low,No action threshold triggered; continue monitoring.,Non-product
2025-07,12m,Amazon,Amazon,NON_PRODUCT_ACTIVITY,Non-product Activity,Non-product Activity,Non-product Activity,Non-product Activity,FBA,Unknown,Imported / Other,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Adjustment,0.0,0.0,0.0,0.0,0.0,0.0,,,,Not Applicable,,Not Applicable,Monitor,Low,No action threshold triggered; continue monitoring.,Non-product
2025-07,12m,Amazon,Amazon,NON_PRODUCT_ACTIVITY,Non-product Activity,Non-product Activity,Non-product Activity,Non-product Activity,FBA,Unknown,Imported / Other,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Adjustment,0.0,0.0,0.0,0.0,0.0,0.0,,,,Not Applicable,,Not Applicable,Monitor,Low,No action threshold triggered; continue monitoring.,Non-product
2025-07,12m,Amazon,Amazon,NON_PRODUCT_ACTIVITY,Non-product Activity,Non-product Activity,Non-product Activity,Non-product Activity,FBA,Unknown,Imported / Other,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Adjustment,0.0,0.0,0.0,0.0,0.0,0.0,,,,Not Applicable,,Not Applicable,Monitor,Low,No action threshold triggered; continue monitoring.,Non-product
2025-07,12m,Amazon,Amazon,NON_PRODUCT_ACTIVITY,Non-product Activity,Non-product Activity,Non-product Activity,Non-product Activity,FBA,Unknown,Imported / Other,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Adjustment,0.0,0.0,0.0,0.0,0.0,0.0,,,,Not Applicable,,Not Applicable,Monitor,Low,No action threshold triggered; continue monitoring.,Non-product
2025-07,12m,Amazon,Amazon,NON_PRODUCT_ACTIVITY,Non-product Activity,Non-product Activity,Non-product Activity,Non-product Activity,FBA,Unknown,Imported / Other,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Fba Inventory Fee,0.0,0.0,0.0,0.0,0.0,0.0,,,,Not Applicable,,Not Applicable,Monitor,Low,No action threshold triggered; continue monitoring.,Non-product
2025-07,12m,Amazon,Amazon,NON_PRODUCT_ACTIVITY,Non-product Activity,Non-product Activity,Non-product Activity,Non-product Activity,FBA,Unknown,Imported / Other,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Fba Inventory Fee,0.0,0.0,0.0,0.0,0.0,0.0,,,,Not Applicable,,Not Applicable,Monitor,Low,No action threshold triggered; continue monitoring.,Non-product
2025-07,12m,Amazon,Amazon,NON_PRODUCT_ACTIVITY,Non-product Activity,Non-product Activity,Non-product Activity,Non-product Activity,FBA,Unknown,Imported / Other,Unknown,Unknown,Unknown,Not Applicable,Not Applicable,Not Applicable,Fba Inventory Fee,0.0,0.0,0.0,0.0,0.0,0.0,,,,Not Applicable,,Not Applicable,Monitor,Low,No action threshold triggered; continue monitoring.,Non-product
2025-07,12m,Amazon,Marketplace,P0758,Sasi,Lip,Sunscreen,Sunscreen,FBA,Maharashtra,Imported / Other,Unknown,<500,Very Low / 1-2,Unmapped,Unmapped,Unmapped,Order,30.0,66.7,31.5,0.0,5.0,68.2,20.2,50.4,12.0,Low Risk,58.0,Watch,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P0546,Ora2,Oral Care,Toothpaste,Toothpaste,FBA,Kerala,Imported / Other,Unknown,500-999,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,28.9,33.3,24.5,0.0,0.0,91.4,23.1,62.3,8.6,Low Risk,84.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P1048,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,FBA,Tamil Nadu,Imported / Other,Unknown,500-999,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,31.2,33.3,26.0,0.0,10.0,76.5,21.1,54.6,10.6,Low Risk,67.2,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P0259,Dove,Hair Care,General / Uncategorized,General Product,FBA,Tamil Nadu,Imported / Other,Unknown,<500,Very High / 51+,Unmapped,Unmapped,Unmapped,Order,14.2,33.3,30.8,0.0,8.0,65.9,9.2,44.9,12.6,Low Risk,55.5,Watch,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0565,Pair,Skin Care,General / Uncategorized,General Product,FBA,Jammu & Kashmir,Imported / Other,Unknown,500-999,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,28.7,33.3,27.0,0.0,5.0,77.0,20.7,54.8,10.2,Low Risk,68.2,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P1251,Watsons,Oral Care,Dental Floss Picks,Floss Picks,FBA,Maharashtra,Imported / Other,Unknown,<500,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,10.5,33.3,34.7,0.0,8.0,62.0,6.4,41.6,14.5,Low Risk,50.4,Watch,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0271,Dove,Hair Care,General / Uncategorized,General Product,FBA,Karnataka,Imported / Other,Unknown,<500,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,16.1,33.3,34.4,0.0,0.0,87.4,11.2,54.5,12.0,Low Risk,77.1,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0868,SHIVAMAX,Home & Kitchen,General / Uncategorized,General Product,FBA,Maharashtra,Imported / Other,Unknown,<500,Medium / 6-15,Unmapped,Unmapped,Unmapped,Order,13.3,33.3,32.5,0.0,8.0,86.5,8.4,52.7,12.6,Low Risk,75.6,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0029,Axe,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,FBA,Maharashtra,Imported / Other,Unknown,500-999,Very Low / 1-2,Unmapped,Unmapped,Unmapped,Order,29.1,33.3,24.1,0.0,2.0,93.9,22.8,63.1,8.7,Low Risk,86.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0252,Dove,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,FBA,Kerala,Imported / Other,Unknown,500-999,Low / 3-5,Unmapped,Unmapped,Unmapped,Order,57.1,66.7,24.6,0.0,0.0,80.1,45.6,66.7,8.6,Low Risk,72.7,Healthy,Restock Review,High,High indexed unit movement with low inventory or restock priority.,Unmapped
2025-07,12m,Amazon,Marketplace,P0565,Pair,Skin Care,General / Uncategorized,General Product,FBA,Jharkhand,Imported / Other,Unknown,500-999,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,30.3,33.3,21.5,0.0,8.0,75.1,22.6,55.4,8.7,Low Risk,67.4,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0437,L'Oreal Paris,Skin Care,Face Cleanser / Face Wash,Face Cleanser,FBA,Tamil Nadu,Imported / Other,Unknown,500-999,Very High / 51+,Unmapped,Unmapped,Unmapped,Order,24.7,33.3,27.1,0.0,8.0,83.2,17.0,55.6,10.7,Low Risk,73.9,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P0744,Rexona,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,FBA,Gujarat,Imported / Other,Unknown,500-999,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,24.1,33.3,31.0,0.0,0.0,80.7,17.6,54.8,10.8,Low Risk,71.4,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P0566,Pantene,Hair Care,Shampoo,Shampoo,FBA,Uttar Pradesh,Imported / Other,Unknown,500-999,Very Low / 1-2,Unmapped,Unmapped,Unmapped,Order,29.8,33.3,20.6,0.0,5.0,92.1,23.5,62.9,8.0,Low Risk,85.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P1044,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,FBA,Tamil Nadu,Imported / Other,Unknown,500-999,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,28.4,33.3,28.6,0.0,8.0,75.1,19.1,53.0,11.2,Low Risk,65.3,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P0082,Biore,Skin Care,Sunscreen,Sunscreen,FBA,Delhi,Imported / Other,Unknown,500-999,Very High / 51+,Unmapped,Unmapped,Unmapped,Order,23.9,33.3,24.4,0.0,2.0,92.0,18.6,60.6,8.8,Low Risk,84.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P1214,Watsons,Oral Care,Dental Floss Picks,Floss Picks,FBA,Rajasthan,Imported / Other,Unknown,<500,Very Low / 1-2,Unmapped,Unmapped,Unmapped,Order,11.4,33.3,32.2,0.0,10.0,80.3,7.0,49.6,12.8,Low Risk,69.1,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0915,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,FBA,Telangana,Imported / Other,Unknown,<500,Medium / 6-15,Unmapped,Unmapped,Unmapped,Order,19.6,66.7,34.7,0.0,8.0,74.9,11.9,49.2,13.3,Low Risk,63.3,Watch,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0922,SHIVAMAX,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,FBA,Uttarakhand,Imported / Other,Unknown,500-999,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,30.4,33.3,20.9,0.0,10.0,73.8,22.3,54.7,8.8,Low Risk,66.0,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P1107,Vaseline,Body Care,General / Uncategorized,General Product,FBA,West Bengal,Imported / Other,Unknown,500-999,Very Low / 1-2,Unmapped,Unmapped,Unmapped,Order,20.9,33.3,30.2,0.0,3.0,84.5,14.8,55.1,11.0,Low Risk,75.0,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P1190,Watsons,Oral Care,Dental Floss,Dental Floss,FBA,Tamil Nadu,Imported / Other,Unknown,<500,Low / 3-5,Unmapped,Unmapped,Unmapped,Order,17.2,33.3,27.8,0.0,10.0,74.1,11.3,49.5,11.2,Low Risk,64.3,Watch,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P1109,Vaseline,Body Care,Body Wash,Body Wash,FBA,Gujarat,Imported / Other,Unknown,500-999,Very Low / 1-2,Unmapped,Unmapped,Unmapped,Order,31.0,33.3,24.8,0.0,0.0,94.8,24.7,64.2,8.7,Low Risk,87.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0534,Nexcare,Skin Care,General / Uncategorized,General Product,FBA,Maharashtra,Imported / Other,Unknown,500-999,Low / 3-5,Unmapped,Unmapped,Unmapped,Order,50.9,66.7,25.7,0.0,8.0,70.9,35.7,58.4,10.2,Low Risk,62.0,Watch,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P1043,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,FBA,Himachal Pradesh,Imported / Other,Unknown,500-999,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,58.9,66.7,17.7,0.0,8.0,79.0,46.4,67.1,7.4,Low Risk,72.5,Healthy,Restock Review,High,High indexed unit movement with low inventory or restock priority.,Unmapped
2025-07,12m,Amazon,Marketplace,P0753,Rexona,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,FBA,Bihar,Imported / Other,Unknown,500-999,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,26.0,33.3,25.4,0.0,0.0,95.6,20.6,62.8,8.9,Low Risk,88.0,Strong,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P0233,Counterpain,Health & Wellness,Pain Relief Balm,Pain Relief,FBA,Karnataka,Imported / Other,Unknown,<500,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,13.9,33.3,33.5,0.0,3.0,77.0,9.3,49.5,12.2,Low Risk,66.5,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P1069,Tiger Balm,Health & Wellness,Pain Relief Balm,Pain Relief,FBA,Maharashtra,Imported / Other,Unknown,500-999,Medium / 6-15,Unmapped,Unmapped,Unmapped,Order,25.9,33.3,24.3,0.0,10.0,70.3,18.0,51.1,10.0,Low Risk,61.5,Watch,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P1164,Wangprom,Health & Wellness,Herbal Inhaler,Herbal Inhaler,FBA,Tamil Nadu,Imported / Other,Unknown,<500,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,13.0,33.3,27.0,0.0,10.0,80.7,8.7,51.2,11.0,Low Risk,71.1,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P1107,Vaseline,Body Care,General / Uncategorized,General Product,FBA,Maharashtra,Imported / Other,Unknown,500-999,Very Low / 1-2,Unmapped,Unmapped,Unmapped,Order,21.3,33.3,31.8,0.0,0.0,97.3,15.4,60.5,11.1,Low Risk,87.8,Strong,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P0308,Dove,Hair Care,General / Uncategorized,General Product,FBA,Punjab,Imported / Other,Unknown,<500,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,14.7,33.3,38.2,0.0,3.0,80.0,9.1,49.9,13.8,Low Risk,68.1,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0172,Colgate,Oral Care,Toothpaste,Toothpaste,FBA,Uttar Pradesh,Imported / Other,Unknown,500-999,Very Low / 1-2,Unmapped,Unmapped,Unmapped,Order,33.0,33.3,26.1,0.0,8.0,87.3,23.0,59.8,10.3,Low Risk,78.3,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P1150,Vaseline,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,FBA,Delhi,Imported / Other,Unknown,500-999,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,22.8,33.3,27.5,0.0,0.0,100.8,17.5,63.2,9.6,Low Risk,92.6,Strong,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P0039,Axe,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,FBA,Uttar Pradesh,Imported / Other,Unknown,500-999,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,40.2,66.7,23.3,0.0,10.0,84.3,28.4,61.0,9.7,Low Risk,75.8,Healthy,Restock Review,High,High indexed unit movement with low inventory or restock priority.,Unmapped
2025-07,12m,Amazon,Marketplace,P0555,Oral-B,Oral Care,Dental Floss,Dental Floss,FBA,Uttar Pradesh,Imported / Other,Unknown,<500,Medium / 6-15,Unmapped,Unmapped,Unmapped,Order,16.4,33.3,34.0,0.0,8.0,62.6,10.1,43.4,14.2,Low Risk,51.2,Watch,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0172,Colgate,Oral Care,Toothpaste,Toothpaste,FBA,Assam,Imported / Other,Unknown,500-999,Very Low / 1-2,Unmapped,Unmapped,Unmapped,Order,28.9,33.3,24.2,0.0,0.0,80.5,23.2,58.0,8.5,Low Risk,73.2,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P1085,Tresemme,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,FBA,Gujarat,Imported / Other,Unknown,500-999,Medium / 6-15,Unmapped,Unmapped,Unmapped,Order,60.1,66.7,23.7,0.0,8.0,82.0,43.5,66.2,9.5,Low Risk,73.7,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0548,Oral-B,Oral Care,Toothpaste,Toothpaste,FBA,Uttar Pradesh,Imported / Other,Unknown,500-999,Medium / 6-15,Unmapped,Unmapped,Unmapped,Order,28.8,33.3,26.1,0.0,5.0,92.2,21.0,61.1,9.9,Low Risk,83.6,Strong,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P0260,Dove,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,FBA,Kerala,Imported / Other,Unknown,500-999,Low / 3-5,Unmapped,Unmapped,Unmapped,Order,31.8,33.3,20.3,0.0,8.0,83.4,24.1,59.5,8.3,Low Risk,76.1,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0536,NOVOLIFE,Health & Wellness,Herbal Inhaler,Herbal Inhaler,FBA,Andhra Pradesh,Imported / Other,Unknown,<500,Very Low / 1-2,Unmapped,Unmapped,Unmapped,Order,9.1,33.3,48.2,0.0,3.0,80.1,4.7,46.7,17.3,Low Risk,65.2,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P1254,Watsons,Oral Care,Dental Floss,Dental Floss,FBA,Tamil Nadu,Imported / Other,Unknown,<500,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,16.5,33.3,28.0,0.0,2.0,81.6,12.3,53.4,10.1,Low Risk,72.9,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P1146,Vaseline,Body Care,General / Uncategorized,General Product,FBA,Rajasthan,Imported / Other,Unknown,500-999,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,32.5,33.3,20.0,0.0,8.0,93.5,24.8,63.9,8.2,Low Risk,86.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0932,SHIVAMAX,Electronics & Travel Accessories,Travel Adapter,Travel Adapter,FBA,Haryana,Imported / Other,Unknown,<500,Very High / 51+,Unmapped,Unmapped,Unmapped,Order,9.0,33.3,42.2,0.0,2.0,81.2,5.3,48.3,15.1,Low Risk,68.2,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0720,Protex,Body Care,General / Uncategorized,General Product,FBA,Telangana,Imported / Other,Unknown,<500,Very Low / 1-2,Unmapped,Unmapped,Unmapped,Order,25.5,66.7,35.1,0.0,0.0,86.2,17.5,56.4,12.3,Low Risk,75.7,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P0041,Axe,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,FBA,Haryana,Imported / Other,Unknown,500-999,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,28.6,33.3,28.9,0.0,0.0,82.8,21.6,57.6,10.1,Low Risk,74.1,Healthy,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P0797,Sensodyne,Oral Care,Toothpaste,Toothpaste,FBA,West Bengal,Imported / Other,Unknown,500-999,Low / 3-5,Unmapped,Unmapped,Unmapped,Order,30.0,33.3,20.3,0.0,0.0,91.4,25.3,63.7,7.1,Low Risk,85.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P1196,Watsons,Oral Care,Dental Floss Picks,Floss Picks,FBA,Tamil Nadu,Imported / Other,Unknown,<500,Very Low / 1-2,Unmapped,Unmapped,Unmapped,Order,16.3,33.3,24.7,0.0,2.0,84.9,12.7,55.3,8.9,Low Risk,77.2,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0944,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,FBA,Uttarakhand,Imported / Other,Unknown,<500,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,15.3,33.3,38.1,0.0,2.0,75.2,9.7,48.3,13.6,Low Risk,63.5,Watch,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0475,Listerine,Oral Care,Mouthwash,Mouthwash,FBA,Haryana,Imported / Other,Unknown,<500,Low / 3-5,Unmapped,Unmapped,Unmapped,Order,12.6,33.3,43.4,0.0,5.0,63.3,6.9,41.2,16.9,Low Risk,49.5,Watch,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0260,Dove,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,FBA,Gujarat,Imported / Other,Unknown,500-999,Low / 3-5,Unmapped,Unmapped,Unmapped,Order,32.7,33.3,20.3,0.0,5.0,97.3,25.8,66.0,7.9,Low Risk,90.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0927,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Adhesive Hooks,FBA,Haryana,Imported / Other,Unknown,<500,Medium / 6-15,Unmapped,Unmapped,Unmapped,Order,8.1,33.3,58.1,0.0,0.0,79.5,3.6,44.8,20.3,Low Risk,62.1,Watch,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0259,Dove,Hair Care,General / Uncategorized,General Product,FBA,Odisha,Imported / Other,Unknown,<500,Very High / 51+,Unmapped,Unmapped,Unmapped,Order,14.1,33.3,35.6,0.0,0.0,80.5,9.6,50.9,12.5,Low Risk,69.8,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0795,Senka,Skin Care,Face Cleanser / Face Wash,Face Cleanser,FBA,Maharashtra,Imported / Other,Unknown,500-999,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,31.5,33.3,22.1,0.0,2.0,98.7,25.4,66.3,8.0,Low Risk,91.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P1099,Tros,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,FBA,Assam,Imported / Other,Unknown,<500,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,15.2,33.3,41.9,0.0,2.0,73.7,9.0,46.9,15.0,Low Risk,60.8,Watch,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P1029,Sunsilk,Hair Care,Shampoo,Shampoo,FBA,West Bengal,Imported / Other,Unknown,<500,High / 16-50,Unmapped,Unmapped,Unmapped,Order,12.1,33.3,30.6,0.0,0.0,74.0,8.9,48.7,10.7,Low Risk,64.8,Watch,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0797,Sensodyne,Oral Care,Toothpaste,Toothpaste,FBA,Uttar Pradesh,Imported / Other,Unknown,500-999,Low / 3-5,Unmapped,Unmapped,Unmapped,Order,29.3,33.3,28.4,0.0,2.0,92.8,21.6,61.5,10.2,Low Risk,84.0,Strong,Fee Review,High,High sales-index product with elevated fee percentage.,Unmapped
2025-07,12m,Amazon,Marketplace,P1038,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,FBA,Delhi,Imported / Other,Unknown,<500,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,11.7,33.3,46.0,0.0,0.0,85.6,6.7,50.2,16.1,Low Risk,71.8,Healthy,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
2025-07,12m,Amazon,Marketplace,P0278,Dove,Hair Care,Shampoo,Shampoo,FBA,Tamil Nadu,Imported / Other,Unknown,<500,Out of Stock / 0,Unmapped,Unmapped,Unmapped,Order,16.6,33.3,29.2,0.0,0.0,95.9,12.4,59.1,10.2,Low Risk,87.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.,Unmapped
